FileName,inst#,actual,predicted,error,prediction
src\test\java\org\apache\commons\math\fraction\FractionTest.java,1,2:valid,2:valid,,0.039
src\main\java\org\apache\commons\math\stat\descriptive\MultivariateSummaryStatistics.java,2,2:valid,2:valid,,0.267
src\main\java\org\apache\commons\math\stat\clustering\Clusterable.java,3,2:valid,2:valid,,0.003
src\main\java\org\apache\commons\math\distribution\BinomialDistribution.java,4,2:valid,2:valid,,0.084
src\test\java\org\apache\commons\math\ode\ContinuousOutputModelTest.java,5,2:valid,2:valid,,0.155
src\test\java\org\apache\commons\math\stat\descriptive\moment\FourthMomentTest.java,6,2:valid,2:valid,,0.0
src\test\java\org\apache\commons\math\distribution\BetaDistributionTest.java,7,2:valid,2:valid,,0.203
src\main\java\org\apache\commons\math\optimization\linear\NoFeasibleSolutionException.java,8,2:valid,2:valid,,0.04
src\main\java\org\apache\commons\math\optimization\linear\SimplexTableau.java,9,2:valid,2:valid,,0.131
src\main\java\org\apache\commons\math\util\DoubleArray.java,10,2:valid,2:valid,,0.0
src\main\java\org\apache\commons\math\optimization\general\GaussNewtonOptimizer.java,11,2:valid,2:valid,,0.119
src\test\java\org\apache\commons\math\util\DefaultTransformerTest.java,12,2:valid,2:valid,,0.051
src\main\java\org\apache\commons\math\fraction\Fraction.java,13,2:valid,2:valid,,0.289
src\test\java\org\apache\commons\math\linear\QRSolverTest.java,14,2:valid,2:valid,,0.087
src\test\java\org\apache\commons\math\optimization\general\GaussNewtonOptimizerTest.java,15,2:valid,2:valid,,0.169
src\test\java\org\apache\commons\math\ode\nonstiff\DormandPrince54StepInterpolatorTest.java,16,2:valid,2:valid,,0.029
src\main\java\org\apache\commons\math\ode\jacobians\StepHandlerWithJacobians.java,17,2:valid,2:valid,,0.04
src\test\java\org\apache\commons\math\distribution\BinomialDistributionTest.java,18,2:valid,1:bugged,+,0.802
src\main\java\org\apache\commons\math\util\ResizableDoubleArray.java,19,2:valid,1:bugged,+,0.534
src\main\java\org\apache\commons\math\linear\AbstractRealVector.java,20,2:valid,1:bugged,+,0.612
src\main\java\org\apache\commons\math\exception\NotStrictlyPositiveException.java,21,2:valid,2:valid,,0.239
src\main\java\org\apache\commons\math\ode\nonstiff\AdamsIntegrator.java,22,2:valid,2:valid,,0.046
src\main\java\org\apache\commons\math\linear\Array2DRowRealMatrix.java,23,2:valid,2:valid,,0.261
src\main\java\org\apache\commons\math\exception\DimensionMismatchException.java,24,2:valid,2:valid,,0.331
src\test\java\org\apache\commons\math\MathConfigurationExceptionTest.java,25,2:valid,2:valid,,0.03
src\main\java\org\apache\commons\math\stat\descriptive\rank\Min.java,26,2:valid,2:valid,,0.012
src\main\java\org\apache\commons\math\optimization\VectorialPointValuePair.java,27,2:valid,2:valid,,0.337
src\test\java\org\apache\commons\math\ode\nonstiff\MidpointIntegratorTest.java,28,2:valid,2:valid,,0.099
src\main\java\org\apache\commons\math\exception\util\ArgUtils.java,29,2:valid,2:valid,,0.106
src\main\java\org\apache\commons\math\linear\SparseRealMatrix.java,30,2:valid,2:valid,,0.0
src\test\java\org\apache\commons\math\analysis\integration\RombergIntegratorTest.java,31,2:valid,2:valid,,0.038
